nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
5	0.66329	5.71153	0.23419	0.00000	0.42041	3.98145	5.04189	2.79240	0.11198	0.50832	0.05631	0.62992	0.06877	0.06877	0.00352	0.00386	729.29321	0.14117	1404.05869	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
5	0.63629	6.95742	0.21555	0.00000	0.42041	4.02579	3.77860	2.49149	0.57972	0.08947	0.06336	0.62992	0.07844	0.07844	0.00440	0.00440	560.58396	0.32099	1090.43418	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
5	1.21416	15.08218	1.36537	0.00000	0.42041	4.95335	0.73348	4.41580	0.00100	0.56306	0.04047	0.62992	0.13139	0.13139	0.00685	0.00737	199.81115	0.52523	1046.16367	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
5	4.23486	165.32875	21.54350	0.00000	0.42041	4.31409	4.00394	3.39977	0.14321	0.23716	0.06811	0.62992	0.64837	0.64837	0.03383	0.03637	8.20554	0.15632	453.20902	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
5	0.64309	247.99378	0.55964	0.00000	0.42041	4.33203	0.34662	1.65743	0.00706	0.46917	0.02076	0.62992	0.84960	0.84960	0.04427	0.04766	4.77878	0.15520	410.78388	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
6	0.52225	1.70431	0.11099	0.00000	0.32121	1.83924	2.18168	3.67282	0.29462	0.27879	0.01957	3.10730	0.03071	0.03071	0.00171	0.00172	3657.41634	0.38667	1983.59326	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
6	2.45335	16.41945	8.83023	0.00000	0.32121	4.79109	2.48486	4.38014	0.70143	0.52340	0.06597	3.10730	0.13905	0.13905	0.00768	0.00780	178.41311	0.23637	751.91797	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
6	1.99783	72.64319	1.68009	0.00000	0.32121	2.78574	3.43914	0.04821	0.53868	0.47185	0.05198	3.10730	0.37473	0.37473	0.02090	0.02102	24.56472	0.37363	510.65950	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
6	0.77878	97.93292	0.30667	0.00000	0.32121	5.82650	5.89163	0.19313	0.49852	0.47120	0.09734	3.10730	0.45731	0.45731	0.02561	0.02565	16.49428	0.35004	472.00933	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
6	0.60143	443.42111	0.25978	0.00000	0.32121	1.22964	1.86052	0.30494	0.52096	0.07007	0.04933	3.10730	1.25160	1.25160	0.06777	0.07021	2.20200	0.19850	282.06582	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
7	1.80576	1.27040	5.83192	0.00000	1.77970	4.95290	1.86937	5.58681	0.75287	0.06821	0.01468	0.02316	0.02525	0.02525	0.00061	0.00142	5411.50315	0.00927	1683.12154	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
7	1.83775	49.70061	3.06594	0.00000	1.77970	1.58809	5.10710	1.86000	0.03937	0.15898	0.05630	0.02316	0.29096	0.29096	0.01283	0.01632	40.74641	0.07227	696.16959	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
7	0.75945	114.11172	0.36203	0.00000	1.77970	0.63526	3.16911	2.32760	0.37829	0.18463	0.03072	0.02316	0.50638	0.50638	0.02049	0.02841	13.45235	0.74448	473.31578	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
8	1.05186	17.10206	1.08683	0.00000	2.04691	5.13004	3.05584	4.78141	0.29468	0.44954	0.06239	10.20127	0.14287	0.14287	0.00368	0.00802	168.98207	0.01121	919.62494	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
9	1.12066	3.34773	1.90274	0.00000	0.96534	1.92584	5.86948	0.37618	0.64354	0.58060	0.05564	4.54481	0.04817	0.04817	0.00270	0.00270	1486.74790	0.33388	1335.41790	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
9	2.13719	8.02348	7.63688	0.00000	0.96534	0.63641	3.70093	4.87964	0.47189	0.35127	0.07361	4.54481	0.08626	0.08626	0.00382	0.00484	463.54091	0.07329	1100.92447	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
9	1.19239	11.86268	1.64560	0.00000	0.96534	1.16348	0.27666	5.07380	0.28887	0.51558	0.01461	4.54481	0.11195	0.11195	0.00472	0.00628	275.20814	0.72090	1041.01450	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
9	3.27702	19.51439	1.51458	0.00000	0.96534	1.34269	5.37559	4.17974	0.64859	0.22738	0.04458	4.54481	0.15601	0.15601	0.00870	0.00875	141.72016	0.37366	739.37584	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
9	0.52999	30.94075	0.09599	0.00000	0.96534	5.08538	3.69485	3.30889	0.55098	0.49173	0.00135	4.54481	0.21213	0.21213	0.01000	0.01190	76.65324	0.09516	674.14306	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
9	1.03192	69.89345	1.15661	0.00000	0.96534	5.69289	2.68296	4.28776	0.58622	0.56968	0.05029	4.54481	0.36521	0.36521	0.01748	0.02049	25.86166	0.10181	503.39684	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
9	7.10652	191.51138	7.96035	0.00000	0.96534	4.18418	2.46476	1.14662	0.17260	0.04763	0.05901	4.54481	0.71513	0.71513	0.03724	0.04012	6.74495	0.52674	427.78696	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
9	2.33283	432.97057	4.94024	0.00000	0.96534	2.80856	5.50257	1.02860	0.40120	0.44273	0.07963	4.54481	1.23186	1.23186	0.06769	0.06911	2.27315	0.22390	300.62962	146	1.46000	1.33000	6510.00000	17.82531	F	197.49702	17.52946	327.93346	79.48938	
0	1.38148	2.34013	1.82542	0.00000	0.73597	3.45096	4.29731	0.54741	0.39892	0.38992	0.03461	0.72773	0.03949	0.03949	0.00197	0.00264	3795.22316	0.72454	1923.51994	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
0	0.56428	141.94319	0.12059	0.00000	0.73597	5.71713	4.02060	0.89367	0.73054	0.39405	0.05190	0.72773	0.60965	0.60965	0.03075	0.04082	15.92472	0.71887	400.58462	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
0	6.37340	466.52758	31.94982	0.00000	0.73597	1.34759	4.28876	5.72613	0.22631	0.30065	0.01117	0.72773	1.34768	1.34768	0.08370	0.09023	3.25878	0.52757	350.71944	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
1	2.66661	6.44346	10.42404	0.00000	1.59672	1.50783	2.46835	0.41421	0.25162	0.22057	0.00948	0.56962	0.07758	0.07758	0.00502	0.00519	983.40559	0.20077	1449.66480	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
1	0.79148	14.23295	0.36961	0.00000	1.59672	1.95607	3.19353	5.95713	0.16319	0.40584	0.09378	0.56962	0.13158	0.13158	0.00848	0.00881	341.84679	0.19473	1144.63934	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
1	3.27986	84.52234	10.42404	0.00000	1.59672	0.78606	1.35963	5.57407	0.59335	0.51379	0.02946	0.56962	0.43150	0.43150	0.02299	0.02889	31.78795	0.07596	527.74397	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
1	0.61001	304.90716	0.17884	0.00000	1.59672	4.91911	4.07916	0.15877	0.34588	0.03907	0.02147	0.56962	1.01495	1.01495	0.03108	0.06795	5.74559	0.90037	387.52733	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
2	0.53678	0.53347	0.08835	0.00000	0.60262	5.84899	4.25706	5.75632	0.76391	0.38053	0.01946	0.87902	0.01474	0.01474	0.00094	0.00099	27252.52194	0.49155	2492.71794	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
2	1.31431	3.82639	1.28300	0.00000	0.60262	1.94113	4.43959	4.73420	0.73030	0.46788	0.04765	0.87902	0.05481	0.05481	0.00363	0.00367	1970.18141	0.25108	1336.29207	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
2	1.37023	95.80081	4.18489	0.00000	0.60262	3.87993	1.77182	3.60506	0.12362	0.26736	0.06869	0.87902	0.46908	0.46908	0.02811	0.03140	26.89877	0.57366	613.28195	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
2	3.23040	224.04470	7.02884	0.00000	0.60262	2.22553	1.86414	1.16799	0.65148	0.31590	0.01554	0.87902	0.82646	0.82646	0.05523	0.05533	8.66520	0.28796	366.90550	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
2	5.07184	332.73328	12.56343	0.00000	0.60262	0.70925	5.43430	6.08371	0.69269	0.14593	0.03800	0.87902	1.07580	1.07580	0.06274	0.07202	5.11403	0.60314	311.62867	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
3	2.38793	381.50849	5.25741	0.00000	2.06924	0.99079	4.85494	1.98276	0.34248	0.34034	0.06286	307.32519	1.17852	1.17852	0.06996	0.07890	4.26140	0.12176	360.09734	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
4	0.73943	56.13019	0.31966	0.00000	2.14214	3.64272	5.28952	4.86073	0.75067	0.33572	0.08162	1.92517	0.32845	0.32845	0.01825	0.02199	54.86506	0.64837	535.26686	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
5	0.58951	1.03207	0.15150	0.00000	2.48650	3.76132	6.00246	3.76766	0.59443	0.01429	0.08918	1.43014	0.02288	0.02288	0.00150	0.00153	11305.17835	0.42822	2290.27995	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
5	0.80432	161.29506	0.57137	0.00000	2.48650	5.21328	6.16204	0.77535	0.48971	0.37327	0.01443	1.43014	0.66387	0.66387	0.04128	0.04445	13.42960	0.15508	450.32187	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
5	1.42305	205.77050	1.94262	0.00000	2.48650	2.52803	4.43913	4.15686	0.50384	0.56767	0.04321	1.43014	0.78089	0.78089	0.04671	0.05228	9.70615	0.12644	412.30757	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
6	2.31743	6.19403	3.77263	0.00000	2.49485	0.64077	2.20304	0.47854	0.10460	0.53175	0.01332	0.62036	0.07556	0.07556	0.00487	0.00506	1036.55714	0.19601	1536.23116	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
6	0.95359	17.77825	1.06452	0.00000	2.49485	0.13923	0.89731	1.18817	0.65680	0.43848	0.05896	0.62036	0.15261	0.15261	0.00870	0.01022	254.12015	0.10093	850.55273	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
6	1.36235	206.47907	3.77263	0.00000	2.49485	0.34849	2.55299	3.94549	0.01050	0.39035	0.02035	0.62036	0.78268	0.78268	0.05196	0.05240	9.66177	0.25658	489.40920	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
6	3.85623	462.03196	19.42121	0.00000	2.49485	1.05994	0.74141	5.16542	0.26672	0.00763	0.02069	0.62036	1.33901	1.33901	0.08742	0.08965	3.30112	0.43689	347.16531	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
7	2.35235	3.05240	4.83882	0.00000	2.43782	2.64733	4.55307	4.00169	0.03978	0.35635	0.03267	4.49815	0.04714	0.04714	0.00274	0.00316	2662.99196	0.11080	1979.19526	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
7	1.94097	75.82680	5.04378	0.00000	2.43782	3.09642	2.69591	3.05018	0.23322	0.31574	0.01044	4.49815	0.40137	0.40137	0.02536	0.02687	36.73903	0.50146	641.21521	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
7	0.69253	148.82971	0.20254	0.00000	2.43782	1.01598	3.68401	4.40899	0.10319	0.53126	0.09475	4.49815	0.62921	0.62921	0.03276	0.04213	14.94991	0.06924	532.58406	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
7	0.57823	215.26918	0.22938	0.00000	2.43782	5.00055	5.61414	3.01508	0.16747	0.11852	0.07490	4.49815	0.80474	0.80474	0.04778	0.05388	9.13935	0.12186	462.25669	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
8	0.58237	2.61217	0.09209	0.00000	1.53972	3.50991	2.32093	2.83872	0.66372	0.10029	0.07157	0.44835	0.04249	0.04249	0.00123	0.00285	3277.60693	0.91056	1603.68561	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
8	0.92359	3.50030	0.52588	0.00000	1.53972	0.72281	5.27484	5.69328	0.24022	0.50048	0.03926	0.44835	0.05165	0.05165	0.00014	0.00346	2218.62279	0.99915	1783.38842	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
8	0.86587	7.26017	0.53690	0.00000	1.53972	6.13882	0.90153	2.49053	0.66926	0.45666	0.08157	0.44835	0.08400	0.08400	0.00545	0.00562	838.74335	0.45200	1135.87839	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
8	2.20928	9.19270	6.46922	0.00000	1.53972	1.92040	1.98077	1.83529	0.48257	0.15292	0.02558	0.44835	0.09832	0.09832	0.00514	0.00658	612.30432	0.69470	1174.24718	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
8	1.04879	24.68229	0.95965	0.00000	1.53972	3.97480	4.86988	5.16491	0.73160	0.46134	0.02900	0.44835	0.18993	0.18993	0.01042	0.01272	164.07559	0.65838	716.98604	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
8	1.62684	37.91177	5.14948	0.00000	1.53972	3.62411	5.93688	1.10461	0.33024	0.29475	0.04706	0.44835	0.25284	0.25284	0.01229	0.01693	92.58185	0.05333	781.02602	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
8	0.71886	64.10638	0.34018	0.00000	1.53972	1.16811	3.31367	1.58927	0.36151	0.38993	0.07761	0.44835	0.35887	0.35887	0.00461	0.02403	45.95749	0.98219	647.78611	147	1.64000	1.50000	7030.00000	14.93652	F	182.10340	-24.72888	290.65849	37.11537	
0	0.71239	204.12664	0.12833	0.00000	1.57978	0.93046	5.21386	3.13672	0.00706	0.26093	0.01624	8.23629	0.87576	0.87576	0.02676	0.05615	33.66375	0.01268	669.23015	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
1	6.47715	56.09047	23.89771	0.00000	2.23994	1.71566	2.34273	1.40082	0.44119	0.14833	0.04893	1.78583	0.37015	0.37015	0.02126	0.02373	188.44157	0.57233	891.58680	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
1	0.75846	204.72861	0.38527	0.00000	2.23994	1.27531	5.60868	3.35601	0.12685	0.13507	0.07356	1.78583	0.87748	0.87748	0.05274	0.05626	33.53184	0.16368	647.42599	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
2	0.56764	116.80093	0.09599	0.00000	0.97569	3.76272	1.19924	4.53572	0.32304	0.47855	0.06083	246.25142	0.60360	0.60360	0.03491	0.03870	70.86531	0.56423	732.49222	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
2	2.46546	231.15610	9.01530	0.00000	0.97569	3.06751	5.90975	4.47367	0.71891	0.59213	0.08522	246.25142	0.95145	0.95145	0.04486	0.06101	28.52036	0.73356	468.33037	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
4	0.91883	31.10605	0.42737	0.00000	1.04860	2.56483	4.02802	0.01138	0.13197	0.47736	0.05655	0.63562	0.24985	0.24985	0.01178	0.01602	413.58898	0.73358	1211.51907	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
5	0.80750	41.12154	0.49415	0.00000	1.77283	0.41719	3.81154	6.03597	0.51778	0.52304	0.00509	1.12532	0.30095	0.30095	0.01767	0.01930	285.06001	0.54534	953.01272	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
5	3.15746	253.07805	25.96500	0.00000	1.77283	4.72549	1.46359	3.60520	0.18257	0.09510	0.02923	1.12532	1.01069	1.01069	0.02569	0.06481	25.27490	0.92516	593.38850	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
6	0.61548	16.92376	0.11332	0.00000	2.07596	0.77686	6.21291	0.88369	0.54883	0.12934	0.00822	0.84071	0.16651	0.16651	0.00824	0.01068	931.17821	0.06722	1260.07928	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
6	0.84301	19.09298	0.52588	0.00000	2.07596	5.27803	3.21677	1.69729	0.20740	0.34247	0.02065	0.84071	0.18045	0.18045	0.00596	0.01157	792.86129	0.87364	1393.53025	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
6	2.94405	62.34550	9.79517	0.00000	2.07596	0.52043	6.00622	5.32859	0.35662	0.54846	0.02211	0.84071	0.39718	0.39718	0.01438	0.02547	163.66479	0.84735	891.57856	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
6	4.02140	135.88419	12.56343	0.00000	2.07596	3.97244	0.99668	5.86684	0.27925	0.19957	0.02997	0.84071	0.66767	0.66767	0.03756	0.04281	57.91667	0.11580	707.45738	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
6	1.30106	229.93263	1.25666	0.00000	2.07596	3.48734	6.27358	0.69368	0.20861	0.51457	0.08912	0.84071	0.94809	0.94809	0.05065	0.06079	28.72288	0.09185	607.72642	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
6	1.59242	492.56361	6.33642	0.00000	2.07596	6.14273	5.80635	1.04720	0.66391	0.36127	0.01855	0.84071	1.57552	1.57552	0.08903	0.10102	10.40109	0.11831	380.57111	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
7	0.71382	17.02565	0.35459	0.00000	1.35049	2.89719	5.54062	1.50558	0.02747	0.53183	0.01092	0.10409	0.16718	0.16718	0.00792	0.01072	923.75604	0.05672	1523.76816	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
7	2.60590	234.55108	6.74323	0.00000	1.35049	1.99442	3.68308	1.96083	0.37534	0.09247	0.03295	0.10409	0.96075	0.96075	0.05009	0.06160	27.97127	0.66506	569.03919	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
8	2.53196	4.20811	7.02884	0.00000	1.86733	0.62892	4.81300	3.34113	0.09450	0.26311	0.06372	3.59158	0.06584	0.06584	0.00172	0.00422	5955.41983	0.00765	2385.08520	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
8	2.95835	280.46955	11.80549	0.00000	1.86733	1.39657	6.02073	2.72460	0.05321	0.38721	0.09128	3.59158	1.08237	1.08237	0.05547	0.06940	22.03846	0.07727	594.85742	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
9	0.98915	4.81789	0.67450	0.00000	1.01884	5.61462	5.84463	2.73714	0.33056	0.14664	0.07763	20.31713	0.07206	0.07206	0.00357	0.00462	4972.25191	0.06725	2114.07132	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
9	2.27439	336.42713	6.07894	0.00000	1.01884	3.78346	2.57262	4.90113	0.22797	0.34530	0.08431	20.31713	1.22192	1.22192	0.04797	0.07835	17.29182	0.02905	532.01416	148	2.00000	2.15000	9200.00000	15.59576	A	113.64947	31.88828	187.44100	22.47927	
1	3.65304	15.39605	14.22840	0.00000	1.59013	4.84353	0.33354	4.02667	0.64283	0.08725	0.01656	9.42501	0.15989	0.15989	0.00719	0.02082	1362.88172	0.94305	1307.33803	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
1	0.66067	21.43483	0.17517	0.00000	1.59013	1.72976	5.73074	1.23883	0.04391	0.23065	0.04484	9.42501	0.19935	0.19935	0.02009	0.02596	876.68586	0.06785	1497.57955	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
1	0.61055	108.18848	0.20679	0.00000	1.59013	4.92420	3.76547	0.33975	0.22862	0.37494	0.07250	9.42501	0.58659	0.58659	0.04360	0.07639	101.25801	0.84403	827.42489	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
2	2.30303	130.15561	5.95415	0.00000	1.09232	2.75214	0.16682	0.23967	0.50688	0.00099	0.02831	1.63914	0.66352	0.66352	0.08091	0.08641	79.13833	0.16263	695.64823	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
2	0.51191	240.36944	0.06608	0.00000	1.09232	3.30656	3.89068	4.38678	0.31918	0.58682	0.07262	1.63914	0.99877	0.99877	0.07641	0.13007	34.92730	0.02524	614.61465	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
2	1.70139	319.50267	2.15490	0.00000	1.09232	3.67893	4.46818	0.46897	0.28252	0.44126	0.07962	1.63914	1.20743	1.20743	0.07880	0.15724	23.89854	0.88029	566.36852	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
2	2.33153	409.23930	2.76391	0.00000	1.09232	5.37706	0.71989	2.06134	0.55404	0.17636	0.01904	1.63914	1.42407	1.42407	0.17614	0.18546	17.18044	0.17753	463.06015	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
3	0.69849	37.93409	0.49415	0.00000	0.67102	5.46605	5.42487	0.32951	0.28027	0.32791	0.09546	0.31809	0.29168	0.29168	0.03607	0.03798	409.54137	0.49095	1153.24415	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
3	3.67501	178.83735	11.09328	0.00000	0.67102	5.29402	2.12672	3.56966	0.37248	0.29770	0.08798	0.31809	0.82007	0.82007	0.10027	0.10680	51.80756	0.50951	664.59813	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
4	1.81002	25.23205	4.27259	0.00000	2.18820	5.81979	3.05270	0.79035	0.20847	0.24261	0.09298	122.05678	0.22225	0.22225	0.02461	0.02894	705.34341	0.62659	1352.91488	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
4	4.45563	201.02840	18.24955	0.00000	2.18820	0.53670	5.84026	5.02125	0.75801	0.15655	0.01565	122.05678	0.88658	0.88658	0.06802	0.11546	44.32623	0.83355	503.69800	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
5	0.77359	0.57016	0.40159	0.00000	0.78949	2.29711	2.21067	3.25412	0.57404	0.47523	0.02786	4.86194	0.01776	0.01776	0.00198	0.00231	110409.30971	0.62128	4098.70681	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
5	1.73115	1.34595	4.64220	0.00000	0.78949	5.48631	4.38835	5.71538	0.23591	0.12565	0.06865	4.86194	0.03149	0.03149	0.00367	0.00410	35126.44888	0.57344	3562.44235	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
5	1.78260	6.15587	2.88098	0.00000	0.78949	3.62692	3.38704	1.13077	0.68336	0.44883	0.05145	4.86194	0.08678	0.08678	0.00811	0.01130	4626.84081	0.74755	1721.93632	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
5	0.65930	19.98012	0.16122	0.00000	0.78949	0.89086	2.75133	0.36011	0.41185	0.32082	0.07934	4.86194	0.19023	0.19023	0.02477	0.02477	962.80841	0.30768	1357.72036	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
5	1.27319	29.97817	1.25666	0.00000	0.78949	5.80615	3.51344	5.08010	0.76632	0.38280	0.07276	4.86194	0.24932	0.24932	0.02764	0.03247	560.52802	0.10094	941.57818	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
5	1.80537	175.18892	11.56315	0.00000	0.78949	4.55554	3.75276	1.59865	0.12769	0.09317	0.00148	4.86194	0.80888	0.80888	0.08656	0.10534	53.25110	0.65651	726.61351	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
6	0.53347	5.41363	0.07964	0.00000	2.67022	2.14230	0.51787	2.98304	0.39645	0.55533	0.06295	9.03231	0.07965	0.07965	0.01024	0.01037	5491.43370	0.40222	2111.80423	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
6	1.30700	23.01525	1.75125	0.00000	2.67022	2.90351	2.63035	4.77684	0.63136	0.58881	0.04597	9.03231	0.20904	0.20904	0.02484	0.02722	797.35165	0.14063	1152.43594	149	2.09000	2.30000	9700.00000	7.67872	A	279.23473	38.78369	67.44821	19.23725	
